sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Agent 5;Agent 6;Agent 7;Agent 8;Agent 9;Agent 10;Agent 11;Agent 12;Agent 13;Agent 14;Agent 15;Utility 1;Utility 2;Utility 3;Utility 4;Utility 5;Utility 6;Utility 7;Utility 8;Utility 9;Utility 10;Utility 11;Utility 12;Utility 13;Utility 14;Utility 15;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Disc. Util. 5;Disc. Util. 6;Disc. Util. 7;Disc. Util. 8;Disc. Util. 9;Disc. Util. 10;Disc. Util. 11;Disc. Util. 12;Disc. Util. 13;Disc. Util. 14;Disc. Util. 15;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;Perceived. Util. 5;Perceived. Util. 6;Perceived. Util. 7;Perceived. Util. 8;Perceived. Util. 9;Perceived. Util. 10;Perceived. Util. 11;Perceived. Util. 12;Perceived. Util. 13;Perceived. Util. 14;Perceived. Util. 15;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Bother 5;User Bother 6;User Bother 7;User Bother 8;User Bother 9;User Bother 10;User Bother 11;User Bother 12;User Bother 13;User Bother 14;User Bother 15;User Util. 1;User Util. 2;User Util. 3;User Util. 4;User Util. 5;User Util. 6;User Util. 7;User Util. 8;User Util. 9;User Util. 10;User Util. 11;User Util. 12;User Util. 13;User Util. 14;User Util. 15;Profile 1;Profile 2;Profile 3;Profile 4;Profile 5;Profile 6;Profile 7;Profile 8;Profile 9;Profile 10;Profile 11;Profile 12;Profile 13;Profile 14;Profile 15
;2;Session genius.core.session.Session@75416782 failed: Failed to execute protocol: Execution failed of Agent17@153:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@4abedb87 failed: Failed to execute protocol: Execution failed of Agent17@165:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@3023bc31 failed: Failed to execute protocol: Execution failed of Agent17@182:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@2f9d6f98 failed: Failed to execute protocol: Execution failed of Agent17@195:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@293b5dd2 failed: Failed to execute protocol: Execution failed of Agent17@212:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@275661f8 failed: Failed to execute protocol: Execution failed of Agent17@225:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@291530a1 failed: Failed to execute protocol: Execution failed of Agent17@244:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@50e936d0 failed: Failed to execute protocol: Execution failed of Agent17@255:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@4d261722 failed: Failed to execute protocol: Execution failed of Agent17@274:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@7bd7d166 failed: Failed to execute protocol: Execution failed of Agent17@285:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@472aa4f6 failed: Failed to execute protocol: Execution failed of Agent17@302:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@2f0e858b failed: Failed to execute protocol: Execution failed of Agent17@315:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@6fcc6abf failed: Failed to execute protocol: Execution failed of Agent17@332:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@4615e9e7 failed: Failed to execute protocol: Execution failed of Agent17@345:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
